Displacement,Area,Pitch,Threshold Current
300,354.2011536,175,4.293610039
70.97764339,550,60.48882169,1.181084534
131.4572271,890.0327434,140.9537463,1.005260755
475.8931457,866.6076623,104.8390721,1.810635661
244.8120478,275.330843,258.0571563,2.843370544
300,719.0607559,175,1.92573485
421.4452208,890.6993013,239.2773896,1.526063402
110.8543207,270.2311114,205.4271603,1.907073972
292.1586079,550,113.920696,2.592468151
300,823.2815026,207.7256477,1.888411293
218.0687232,627.5237018,90.33649357,1.882161615
300,603.8136231,220.0517714,1.90676739
517.4538353,217.1661928,218.7269177,4.566662502
147.4288625,1000,251.2855688,0.922766873
139.1845826,100,210.8154174,4.942676644
169.4836895,892.4646794,141.0657593,1.200154538
300,454.3616522,175,2.998030655
311.6202765,356.3747464,55.81013823,4.367672229
550,632.1391708,186.2447516,2.326719594
300,345.8616122,55.71762705,4.421345645
118.6787953,876.3781684,247.8041156,1.116572039
50,360.8957358,102.5289623,1.494146137
516.1784136,580.4394278,218.0892068,1.873168855
422.3232606,775,50,2.196
300,668.7990868,210.3192289,2.047819868
482.580662,446.3548085,161.2386969,3.14812531
300,123.0446483,241.6573428,4.558544158
300,100,54.06977247,10.9710277
50,163.8706379,67.0321701,2.998319448
300,417.4111873,87.99126589,4.005247381
82.13707371,942.1532673,182.7128977,0.777728758
300,853.7353937,153.7418854,1.788636613
180.5727972,314.9689651,109.7136014,5.983733841
52.83270859,102.5494377,110.7365042,2.654342381
210.1375609,927.9380976,69.21650731,1.163532897
135.8454641,1000,196.461366,0.731942485
300,512.3997385,175,3.354261997
108.1874743,748.8156366,167.4356283,0.935151531
225.4876764,932.9389088,110,1.447688797
300,712.785667,300,1.618100066
238.0434195,605.7609224,222.0108549,1.492473673
216.4237162,550.6559664,133.2118581,2.354362524
229.6128097,746.6061148,110,1.936451725
300,311.0934322,292.274129,2.946202218
447.0968364,728.6935764,248.5484182,1.439004572
300,100,161.1054288,6.391995339
300,654.3337577,149.2144659,2.048885282
163.7538455,345.2430781,150.8221543,5.477969697
298.2946846,326.5347838,175,3.145215601
300,775,59.41715247,2.163039966
422.4036618,885.1632956,235,1.729762368
506.6942358,736.0248122,99.6066166,2.146058104
79.03245986,497.7415723,220.4837701,1.546702284
226.6395942,457.0487304,280.9262945,2.181093769
85.86995359,983.8585209,58.9674884,0.849102965
50,775,277.4536745,0.711011452
220.7085367,621.362317,195.3542683,1.516196015
50,493.7437151,221.8732542,0.976131886
488.3346498,266.4964456,205.8326751,4.765788809
300,303.300157,74.11093672,4.466463477
279.8027954,531.8225159,197.3250623,1.447779261
300,325,183.3307264,3.661953532
550,363.9572228,64.42860103,4.329716759
50,126.7908135,110,2.587911373
300,279.4247797,200.3195669,3.329527037
349.8470434,414.7246781,287.0397687,2.725931065
50,249.9568384,235,1.427430207
444.3255242,870.1070282,262.4753637,1.729193697
450.8312712,910.748144,250.4156356,1.234712558
341.3417645,775,258.6582355,1.696889501
244.1528601,849.2127224,110,1.595227815
158.0222162,197.2199946,120.9888919,3.116889363
50,776.1800931,110.6556073,0.803003477
300,621.7935681,100.4275243,2.426503594
300,900.1662369,83.37766317,1.897269915
334.1817183,580.7635465,183.2036124,2.299477942
244.9819038,248.5488597,96.79565692,6.083472706
491.2503686,1000,93.47472726,1.72203547
300,471.8660786,175,3.63983476
300,960.4109458,71.99391897,1.811612789
300,606.7807093,175,2.798583827
185.9687695,569.7437852,242.9843848,1.361146029
144.0235229,859.6211706,222.0117615,0.929475656
203.5149603,567.7548036,178.1994647,3.828525914
498.7693526,550,129.467646,2.361569669
537.7889384,121.9799109,175,5.633950063
300,981.1419977,231.1236329,1.615734543
241.4294139,602.7135275,50,2.524470301
379.7062218,703.2644004,176.0173959,2.371190486
409.1636044,480.258268,130.7810673,3.419562259
175.9688852,888.3719967,79.76746756,1.304348412
300,427.0871267,118.2849296,3.180208698
500.0245949,460.0442708,235,2.474489219
300,527.4346464,105.4820883,3.588799659
300,563.6566698,175,3.051050362
124.802693,932.6775763,175,0.862510331
356.18131,651.126358,206.909345,1.801650556
385.0305238,406.1098856,172.0774124,3.911908685
300,874.8828095,201.6354159,1.666117541
100.7292862,550,175,1.130881086
341.2821964,775,59.90772714,2.158818341
550,832.4789535,206.9327519,1.661393366
482.9606471,489.6645824,110,2.559541949
367.389231,671.3006159,266.3053845,1.823638116
415.1286179,428.6157561,197.4977496,2.871022504
194.9314337,455.4382904,147.6821728,1.877883035
255.1944742,509.6750268,72.40276291,2.597361319
352.3531011,644.235582,175,2.096060718
88.477973,1000,184.2347135,0.743437337
157.164276,485.7913937,157.164276,2.62551132
523.2581304,951.8646346,50,1.916161771
300,165.5615823,216.7884494,4.644179453
480.2855266,749.0278959,156.8742369,3.217090255
277.9324738,715.4176793,175,1.812009469
107.9589402,445.6739076,221.0898544,1.928943636
536.4859993,963.512198,224.9996394,1.588708713
300,515.9425008,193.9208329,2.599432432
341.2874254,287.8413171,195.6437127,3.29068024
300,1000,200.2715225,1.484511259
55.39264617,995.1466184,300,0.556484302
209.235717,836.6242905,110,1.403407779
157.2671234,486.1616441,50,2.881548767
174.4029677,773.9253418,142.6552284,1.251060839
497.7942383,456.029629,201.1028808,2.611869731
181.5564525,881.5991927,209.9829039,1.118237777
300,550,145.8832019,2.505054069
372.5198822,550,110,2.62125157
550,720.704183,150.3427291,2.02022259
299.1774881,325,300,2.892883802
172.8257166,546.08629,110,1.676203446
300,463.5176455,134.9837913,2.847642304
299.9952953,549.9957657,299.9976476,1.845987109
550,167.096823,128.6380064,6.724590058
216.5726625,624.8307925,89.977439,1.931515132
300,1000,131.5977125,1.619443378
534.3002319,943.4808349,178.7679443,1.748038379
85.0892702,905.2589705,119.1232103,1.012752345
539.2705086,746.0303731,118.1544135,2.072136357
300,1000,155.6855396,1.572380217
50,100,104.4501889,3.088551327
363.344048,435.9807136,158.1414765,2.997858502
300,637.8136241,300,2.460776172
54.73546024,770.7380858,175,0.751753715
147.9732812,598.6480939,162.4997719,2.321558866
300,802.6268855,193.335315,1.741019494
175.6992296,435.6120802,172.8496148,2.914741463
418.283383,525.8201789,109.1416915,6.344505784
177.5253485,885.2271863,113.7626743,1.295793321
463.0036718,706.5933908,89.12088123,2.286402957
300,649.4357973,221.7418937,1.842065846
478.2300902,1000,103.1097333,1.689345135
351.3431086,460.6043989,161.4969502,1.771483519
550,100,153.47836,7.504934677
300,947.1011555,50,2.348737347
389.0565615,614.6981893,151.845294,2.48549099
518.8579605,156.0556711,65.57101974,9.643101563
300,664.3249448,205.7430709,2.031844618
411.387871,300.4981678,110,5.328777102
533.2241338,969.8034408,118.3879331,1.671347038
300,550,137.3494163,2.479067537
300,212.4587557,205.0109985,4.148812907
300,425.9304989,270.8423003,2.349343624
300,100,258.7043217,4.607032651
300,775,154.5256959,2.099384357
309.7823835,775,59.78238351,2.16997886
362.1127585,494.0985173,158.8506828,2.618676551
550,631.2052723,88.34526072,2.419680688
300,870.0319083,199.3791156,2.01580977
325.7353991,596.3237185,264.1543981,1.460573511
300,554.124894,297.7083922,1.844587511
536.4295356,525.573164,286.4295356,2.350278458
459.0902076,222.7282198,83.63662321,8.883804305
300,818.4231252,261.2277708,1.627787125
79.22698852,126.3042897,300,1.654134943
345.3121338,365.7809205,288.2188452,2.601163856
300,100,50,11.02849051
398.7635444,775,211.2967493,1.934137539
300,413.366018,135.5279607,3.154929524
379.1614566,253.7546891,214.5807283,3.014861104
487.3833553,100,251.2803276,4.807637935
452.1299465,911.9169518,73.48881284,1.872164201
300,257.2322882,280.422661,3.460719033
550,510.8803759,50,3.189401048
202.05846,452.5895441,135.4648004,4.844184018
300,1000,208.1263741,1.481888981
167.1483844,789.1329081,93.34490222,1.766138145
112.7385431,1000,283.6879788,0.771649784
128.6219066,325,110,2.1217067
300,222.0745575,300,3.429531332
169.0543357,314.2978042,81.42695944,2.83510585
300,760.0222982,58.32094544,2.196528081
314.9438477,973.1010741,285.0561523,1.370852315
300,605.2311417,235,1.89069397
300,708.8165095,109.8543842,2.833936763
286.379877,136.7743321,228.1899385,4.773290895
80.81346197,494.5357684,50,2.265264878
504.7432552,918.5378593,197.6283724,1.587204525
318.3026186,758.5276433,235,2.017236431
50,191.0369711,85.72347437,2.24886498
550,120.990412,232.2012784,4.873212161
300,100,191.0564637,6.252718297
276.3213296,528.6891966,223.1606648,1.798862958
550,194.7841599,175,4.68412565
242.8697956,305.6687358,50,8.76852433
50,736.12969,60.65334422,0.886612235
374.7255125,471.1264806,300,1.563457526
300,514.5403626,184.8498993,2.47209747
76.68675271,702.9457677,293.0614443,1.105235756
300,583.8352447,190.7140078,2.318626674
300,550.6124297,234.7482234,1.842937396
499.9351806,684.883325,175,2.068554173
140.4043585,325,95.20217927,2.204702916
300,505.1840302,93.98364176,3.245488805
375.8292564,481.7536693,129.7156067,2.802141928
300,651.847363,77.1592968,2.600208772
550,631.086447,116.6710787,2.59322228
519.6458634,775,133.0691438,1.93889038
190.7108086,873.3602722,271.5848102,1.130127246
300,208.8374922,143.5580578,4.895672011
525.5740483,550,287.7870241,1.884593004
300,452.7080937,73.51387291,7.137000084
300,947.2523221,154.5424836,1.675988648
300,828.4440053,250.4393793,1.928501812
423.7734618,1000,142.1811001,1.595132894
408.8998718,486.5049423,50,2.55809628
462.7916981,100,175,5.803
530.4913369,585.1155937,225.2456684,1.828563589
550,301.6471354,50,7.199329919
486.4725247,435.6505444,50,5.000308048
173.6578255,1000,111.8289127,1.146478845
300,599.3576495,96.83796012,2.468563332
300,775,296.5852718,1.607410991
55.10672144,325,297.4466393,1.083039448
99.16365353,505.7527118,168.608725,1.509037758
222.8262175,377.8256169,107.108599,7.574057433
550,850.5309602,151.9616446,1.79666906
496.7861021,1000,123.8356134,1.631541629
300,552.6641029,174.2303703,2.237980683
82.22063395,325,191.110317,1.368243118
550,519.7769471,233.3023538,3.689656281
300,775,114.9570683,1.974205058
70.95136392,746.7156587,55.23784098,1.041256557
342.6807189,775,300,1.586561567
50,809.9375904,88.81954489,0.786727102
79.42235317,523.5198821,231.4693176,1.051106922
359.8553048,892.2604514,284.4376208,1.408709516
88.17132636,896.9374188,175,1.007973361
410.8347847,675.2486937,271.182956,1.669321811
86.04758185,517.5571763,50,1.5774193
499.7490013,595.2258989,50,2.695528737
177.9365019,769.7142967,207.2317414,1.267907273
367.5591412,878.3935458,99.99376452,1.811620172
300,242.7268899,196.939496,3.738269418
279.1603348,137.5113973,279.1603348,3.750509656
300,1000,123.9314938,1.678991188
300,550,293.0660086,1.870765252
300,504.9341323,200.0365932,2.616703339
300,402.3363728,257.0353485,2.589235898
333.1586452,1000,182.9580749,1.511338638
334.5408641,196.9566112,84.14490369,5.030256586
300,806.168346,246.1578739,1.717154681
226.3677619,642.4619715,67.67173714,1.952664375
550,775,124.1474156,2.129868521
300,575.198015,175,2.195491979
474.109565,236.602783,87.94521751,9.141879512
231.0015983,837.0985615,101.0588173,1.759378114
490.8981351,787.2332862,110,3.055222458
536.7713873,988.0942486,116.6143063,1.678684176
279.1720266,362.4903522,164.5860133,2.954216278
356.9647529,897.4634448,221.3284593,1.608616531
311.8548322,539.330651,169.5362919,2.339038349
493.3355924,796.0081327,193.0683384,3.51767645
271.806055,600.7491009,124.0969725,2.332553315
300,503.1535382,264.1166444,3.351310235
300,109.194179,50,10.55384235
360.1613118,945.8548194,110,1.736931641
144.0258975,184.6233078,134.4467334,2.835051795
430.3973544,667.357619,109.8013228,1.919478683
68.58271947,775,165.7086403,0.839253493
50,621.6770324,235.2636359,0.909568853
228.869717,421.9654906,245.9409849,2.073901427
208.5516555,550,254.2758278,1.479938209
300,832.4979584,133.2641724,2.281177028
457.5325111,100,212.8078027,5.298265834
99.13786294,955.7759234,235,0.892513407
519.2410134,775,167.0026635,1.818499866
300,423.1733277,83.82044595,3.380667873
50,720.5769217,127.6175217,1.003264104
300,654.4034955,175,2.088106881
205.8840538,170.1478242,136.0289866,2.82601424
253.6599883,141.7060106,110,6.430211629
300,550,100.8659266,2.691276515
300,846.0199856,135.5444524,1.891872846
300,147.398082,97.36051146,6.93475411
515.5552765,968.9997489,118.9556281,1.686831337
52.28284119,993.8363288,298.8585794,0.560202567
300,631.3140596,255.7546358,2.259048432
490.0957807,100,300,4.011249195
146.6808449,100,146.738721,2.911905515
383.0332996,400.5400608,111.4446417,3.605490517
550,684.3706094,87.32516927,2.497930131
300,325,266.505116,2.874039956
300,775,93.85967224,2.125450207
300,874.5606345,128.1190195,1.865952156
550,826.111607,124.7655754,1.88241381
269.5436116,550,120.1140971,1.752836941
546.8751403,772.1876263,173.4375702,1.808949374
50,775,211.28433,0.764726979
187.461958,876.2842378,235,1.393134378
386.3707418,697.2663324,93.18537091,2.211546734
59.48033782,749.4030879,235,0.951648889
300,100,180.8456715,5.965044475
466.890505,475.2014545,90.0537212,3.197578441
300,234.607235,50,8.989737783
320.8062036,793.7255832,242.7015509,1.077185273
462.1933505,179.0259846,300,3.442568899
115.2322721,765.1638205,115.2322721,1.621671175
370.4608375,775,300,1.529563687
365.2391092,550,65.65738621,2.815750901
300,325,113.7976908,3.710879209
300,508.2955077,200.7096397,2.409099392
535.51258,311.961322,167.75629,3.609959994
548.5990227,776.2608796,50,2.19376404
60.5798456,128.5655831,300,1.508888707
300,989.0148519,50,1.916958605
300,282.978314,232.2302541,3.505057829
96.20750981,691.8264823,73.10375491,1.288051557
300,717.4924459,108.0709972,2.779104838
402.6453553,815.2383605,199.6348853,1.689161751
300,666.1498964,114.5277202,2.330799183
300,481.9561681,212.8021288,2.400676192
429.7994782,558.6390608,110,2.832211673
300,235.6699028,123.449191,4.709555987
300,289.157317,247.4563008,3.391606057
59.69202317,550,117.3659376,0.989503602
152.5584057,728.8487174,149.3603986,1.171590467
206.2185725,606.1934305,300,1.388679854
300,734.0890168,55.45479776,2.336915609
227.2757613,339.3222778,219.3189403,1.872442245
179.2788915,666.3510023,170.7211085,1.495817571
546.1225118,110.4692181,50,10.55038254
131.7679685,247.1823432,215.8839842,2.0181348
300,884.2023358,239.3320356,1.554723217
334.0166822,908.1549581,84.01668217,1.92925686
300,338.5051634,241.2514343,3.705214585
301.0886572,1000,174.7169491,1.530561747
485.468134,600.7639618,190.4876478,2.622814777
300,682.331908,123.3853911,2.22746589
103.9176172,197.0517109,195.1009633,2.039626859
354.8284261,275.6544165,90.57303531,4.614779597
249.4224014,458.9603226,123.1501756,2.532232247
300,506.631264,104.2175019,3.425891
300,550,175,2.248841986
376.9802428,930.7177814,88.49012142,1.796384158
300,235.5319538,175,4.398041601
386.1940543,325,70.68657304,4.251177536
300,142.7967273,170.8788337,5.578977992
76.33368394,123.7003155,228.6799159,1.911152626
300,577.087521,50,4.682005977
367.9436399,775,232.0563601,1.760521187
123.2915968,456.9248742,138.3542016,1.463547711
125.7612995,461.3703392,147.8806498,1.573373288
550,570.1083672,50,2.846189448
300,540.0997657,180.5001302,2.360304433
176.9852538,100,238.4926269,3.041849982
377.8712833,100,222.1287167,6.23694802
134.373911,175.9365199,89.75026136,3.274404402
103.7604203,245.1531348,161.0222907,2.06129025
418.0351016,775,168.0351016,1.88202663
300,958.0766137,169.1773075,1.956314257
300,405.7419399,231.6188778,3.878387164
529.6408507,972.5151484,229.9102127,1.420167677
456.8921019,492.5942166,206.8921019,2.554479403
428.0393443,560.9416397,143.2902295,4.481447867
300,858.4995518,248.6259691,1.748632709
300,551.8577282,111.0320712,2.546657044
421.0861817,891.0224365,202.0254981,1.597003875
550,359.2652962,175,4.572065988
300,550,164.6864138,2.238443609
300,233.4593761,300,3.361776396
232.144003,100,248.4294423,3.645149137
300,611.3373166,209.7835476,1.91400772
263.4006602,676.1817825,290.4841716,1.563403379
300,550,108.8779361,2.572372302
300,644.8972412,138.8603448,2.633440001
300,503.8084631,50,3.738176046
125.2492635,571.8269885,87.62463176,2.328955359
52.29315485,106.1915181,175,2.057569256
532.6782138,759.4103924,50,2.177534976
300,1000,106.6305419,1.740070187
300,144.2429704,104.1009373,7.120954603
300,844.3012519,242.333797,2.052590085
50,607.2814384,75.09168341,1.244387082
300,216.0315663,50,9.211674919
300,141.0598772,300,3.818817659
430.9257948,335.6664306,235,3.234263014
411.258289,650.1324601,271.0728448,1.928331134
300,472.4975874,110,3.169120547
300,621.4250652,215.1597041,1.813636362
300,100,72.56261714,9.50113665
138.6930143,840.3525742,94.34650715,1.297514924
82.94114585,159.2940625,218.5294271,1.867039904
335.8028728,614.445171,50,2.75060561
234.80122,608.678902,94.3522928,2.099257959
300,541.0389493,295.0216385,1.898372363
305.5460271,545.0085756,114.2149806,2.550947056
300,916.0559139,156.6356034,1.869487761
388.2199251,338.1937978,94.10996256,7.536898418
263.3701326,165.9337614,68.31493372,9.229032287
300,775,228.6684067,2.091774149
157.3966935,356.6859517,209.2247936,2.931145771
263.0670153,708.5206276,138.0690684,1.84880239
386.2284416,848.6972013,215.347413,1.568836662
478.3564571,518.4375659,175,2.683609564
300,1000,159.2368157,1.576319511
131.4048933,100,131.1652723,3.680842145
300,1000,201.2223484,1.526408621
496.0249571,951.4224614,300,1.215218255
300,966.7687717,177.2154152,1.653383312
382.6414627,551.8680507,258.6792687,2.943177314
112.3538966,606.6444792,203.8230517,2.573326118
300,586.0699384,120.4202044,2.440385522
153.3582819,325,221.4477057,2.225312777
423.1821639,657.5918427,236.591082,2.230235569
373.1132103,934.1981108,244.4339602,1.481518876
300,351.0393313,156.488765,5.516270742
348.3525548,281.4827007,50,5.709374001
299.4452484,775,299.7226242,1.527211481
300,145.4015076,171.7210022,5.593951281
255.5258203,959.9732383,163.4367133,1.400846982
300,764.0108777,203.5347837,1.854122304
300,825.946025,63.58560667,2.071861674
300,1000,110,1.670749855
481.5678156,580.794483,166.103816,2.044325902
547.7616373,770.9709471,175,1.807105065
502.6425258,507.3782732,199.9554691,2.383254066
539.2428888,540.3185999,52.58170669,2.945928751
516.0863928,386.044493,126.9568036,3.512538728
550,998.4165508,234.859249,1.426046592
403.6606763,363.4107826,199.8785623,3.38582851
300,511.6465347,300,2.34710111
434.8318371,896.3486534,184.8318371,1.739582741
300,122.3815027,228.7829159,4.880095415
108.1677157,775,96.03974824,1.127877841
385.2296306,253.4133351,257.159704,3.926061143
494.3479547,849.7394777,221.6435091,1.838945123
93.95185694,1000,121.4274828,0.81372181
270.2624119,801.7638293,50,2.107266017
432.8692961,325,108.5653519,3.944465119
50,718.9726781,156.936855,0.82695626
435.7597884,569.3676191,175,2.412811065
50,883.4135725,187.0700242,0.735768047
133.3333597,474.9999763,131.6666735,1.690333566
363.1281237,663.6306227,300,1.765341753
151.754171,145.7893769,148.666585,2.671828018
445.3247568,905.7922811,195.3247568,1.658879699
433.8100127,461.2870342,168.0949937,3.387716007
58.37995556,992.45804,50,0.823497588
300,143.8247335,235,4.830401821
123.4014838,708.9386646,217.3836439,1.21890303
300,709.5883023,235,1.977507767
300,911.2730344,185.7072413,1.679508797
300,330.4523149,173.4854681,3.149307814
309.2876939,333.3589245,56.87289345,4.407067485
300,100,220.9287474,5.315033682
126.1209232,637.9823382,126.1209232,1.46206331
300,550,157.3567962,2.528405087
491.8163347,895.2694025,241.8163347,1.653219375
257.3401261,626.7877731,248.1649685,2.719535568
230.3099352,487.2789417,230.3099352,1.794986873
452.7668551,550,211.6640452,2.037077357
268.4679049,689.8633432,284.2339524,1.656271312
300,259.2946359,143.6288676,6.463698591
300,161.4456183,186.3788182,5.431205868
541.583847,992.4254623,179.2080765,1.532289194
300,726.3354482,56.48860691,2.444673148
352.1900227,859.0869386,222.4743945,1.782111157
524.2608047,325,290.2191058,2.69734208
367.6005077,446.6809138,100.0243757,3.97464899
300,785.4651701,50,2.264209185
369.0942591,449.3696664,84.54712957,3.756741854
538.3240659,785.5083407,52.80222419,2.170920094
469.5621916,710.4238899,238.8672657,3.296780512
233.8092908,1000,94.1142298,1.470799119
50,801.5183392,216.1966321,0.72024955
300,672.7838892,235,2.519535723
495.5331911,500.979872,221.9279659,2.127098875
207.6233828,491.277911,156.1883086,2.653847397
50,791.4017351,211.925177,0.729691714
125.2442905,133.8599307,300,1.697766101
147.3408425,550,235,1.179574164
210.9984898,1000,190.4992449,1.151435409
550,851.3203167,195.3520844,1.668477875
550,421.5394392,199.3165109,3.480729416
326.9104071,598.4387327,273.0895929,1.839833202
515.1986285,356.3212344,50,4.293296784
527.509582,385.7241285,169.1524913,3.018714656
474.9920887,729.9715194,224.9920887,4.091097338
526.6260368,753.9634331,241.0772304,2.013609771
168.0647045,946.870883,204.5161761,0.835113892
475.9565858,866.7218544,175,1.770493009
307.6605488,127.5779758,108.1614683,7.745948847
93.07743649,100,60.33858476,4.319728089
419.1152728,217.7962545,234.5576364,3.568850694
300,263.3588226,231.5098029,5.053243487
269.0981092,775,83.7082269,1.413969136
300,369.6781004,287.5894165,2.661693872
50,394.6743208,110,1.539024554
300,550,108.9910066,2.554341012
550,429.0354011,242.2025549,2.636528256
187.6650123,1000,300,0.940836456
320.452725,1000,50,1.864945993
300,599.8972913,142.4264275,2.765892012
300,850.7222023,151.4660549,1.720038033
277.567892,100,186.216054,5.659748621
300,219.7403577,269.5916589,3.807789499
275.601871,390.8749483,74.39812899,4.118460119
550,388.0518361,258.3925126,2.625389574
235.5045121,100,300,2.438861642
50,150.2148958,281.4018904,1.457785104
343.5539386,471.6029106,175,2.861556517
300,235.8866086,300,3.256638932
251.00605,461.81089,275.503025,1.957084902
325.195557,595.3520027,216.3552878,1.838364018
540.3348267,541.301344,59.66517335,2.909574732
158.5482862,550,104.2741431,1.588532434
538.2065984,100,177.8304164,5.765213941
392.9852979,550,229.3311736,2.160371892
82.19223474,1000,275.5339016,0.679607518
127.6600649,239.7881168,279.8083831,1.612064487
373.0897926,615.7808133,50,2.794664142
350.363598,639.0182854,62.08726352,3.280630446
300,653.6691932,79.2150394,3.246907881
298.2084726,548.3876253,50.42996658,3.030068427
270.738263,801.3355633,277.7610799,1.427520296
550,602.1570595,50,2.780998206
300,625.0234291,133.3593657,2.560516304
379.6606494,784.9162467,130.7117688,2.175384344
296.9857259,989.1486132,111.5071371,1.660265995
550,243.4387748,235,3.995059801
322.9424542,713.0553738,175,2.222756617
550,330.1768758,126.6238855,6.03269989
357.016534,514.4723209,211.8419841,2.042193041
280.9057024,376.5546036,179.5826314,2.953536577
372.0868704,679.7563668,138.9565648,2.116531981
550,710.4723761,215.6981584,2.831356134
56.08789403,989.0417908,176.4610946,0.651949268
300,621.5120972,289.6704749,1.778619713
65.484885,986.0636035,235,0.707219008
278.0302743,384.3182595,110,3.474981463
148.1563906,501.6815031,86.44246626,1.697382459
261.4576232,489.5322087,247.1355942,2.83966979
379.3325532,478.6007021,215.9601872,2.259529277
473.8975534,706.5077981,193.2645872,1.810829309
300,447.5001166,110,3.266977323
300,550,74.48789324,2.763480772
139.4831228,919.4651894,213.5240505,1.036718272
331.5823228,746.5759095,65.7911614,2.281188853
550,639.2538237,50,3.902580817
300,325,110,3.745257499
550,708.8152186,175,1.926192944
154.0467213,643.6420491,247.9766394,0.964706208
50,395.7858072,240.2253184,1.013258695
154.9234629,738.8622332,195.0765371,1.218155583
300,666.349196,110.3615578,2.217730161
343.0857709,472.4456125,110,3.413575082
199.1508901,818.4716022,110,1.375008906
300,229.1987833,300,3.623087265
92.60630344,363.3456731,300,1.177362722
460.2583982,388.4651167,213.4620156,3.359992037
300,550,213.5292131,2.214019669
300,359.0201963,68.90010905,4.286153932
300,703.2723143,214.8487143,1.856218154
300,877.5093506,300,1.451652952
300,516.9339369,156.6299649,3.237103417
300,100,251.4460069,4.805659979
525.7790857,506.4023543,235,2.125997163
549.7695245,774.585144,50.05531413,2.197428948
543.2842384,775,230.0303364,2.035432403
300,469.3870056,175,2.812236054
464.620218,550,257.310109,1.982607651
300,475.9622725,151.9339646,3.170001478
465.1353871,405.5126064,215.1353871,3.288522163
50,866.6661844,226.111079,0.828222997
520.4190486,206.491425,110,6.879286424
449.1480652,550,225.4259674,2.116347009
300,325,283.337472,2.844645146
131.7810768,476.3970309,194.1094616,1.78542294
178.6349739,209.2285235,171.3650261,5.993990113
543.9882521,997.2947135,176.502937,1.519635747
392.0705957,265.7270723,197.096943,4.356604398
300.8892574,773.3993367,50,2.201266537
530.0184217,135.966841,230.0046054,4.8285599
300,166.135802,92.36378614,6.679671283
274.6246671,954.3244008,222.3123336,1.374598878
473.115399,792.4115772,91.54769575,2.592686595
68.28129354,100,281.7187065,2.178850348
300,700.3814513,221.1817502,2.639083019
442.3760731,1000,259.1029078,1.140698809
138.4555606,470.3899955,255.7722197,1.600480715
238.4965421,100,165.2562794,5.126024324
50,711.3201271,110,0.967786828
296.6354482,771.9719034,111.6822759,2.048342832
300,565.5701132,235,3.179034357
288.2506269,764.4255642,288.2506269,1.508086116
475.4129187,325,110,3.79403408
57.63487956,1000,178.8174398,0.639942305
157.4576061,486.8473821,209.2101745,1.663419681
300,597.7578101,159.8903942,2.571993629
318.9640554,515.8647002,225.5179723,2.278187144
164.0550168,447.3504849,285.1728478,1.716836303
151.8870847,191.6983762,209.5282288,1.9233514
475.1254773,369.5482816,235,3.929796835
521.89947,150.5809541,50,10.1252723
545.6068289,100,53.25094661,10.58218715
536.1559555,787.45964,116.9220222,1.954767836
452.1967621,280.988543,275.5491905,2.630315009
300,938.0473456,100.9388492,1.85977869
203.4869525,238.1382573,86.83686861,3.704850572
279.4362118,137.0148187,169.6534151,5.648347149
94.06719788,589.6604781,163.5425286,1.061871657
300,429.2233583,117.0981343,3.044733054
468.1863709,775,131.2715436,1.923494387
300,973.3292733,172.4317078,1.673865836
300,474.4156265,179.3362271,4.656337871
300,819.2067447,160.8899533,1.991123906
462.9068518,100,99.54882222,6.893880179
333.1963166,219.5067399,166.3689577,5.252737855
460.4796643,100,110,7.58
300,506.7043007,270.6269116,2.856487426
98.34377928,100,186.602507,2.628909595
300,249.6772259,258.1540144,3.877526528
300,670.3880128,50,2.802853332
497.5763429,288.7251654,161.3698492,4.934025461
155.5631641,1000,137.4464227,1.026404043
550,443.2909432,250.0549351,2.563173759
206.3927873,522.2605257,212.534269,2.041858437
265.2229722,293.700675,183.3464867,2.966665969
483.0501293,594.2353491,66.06796897,3.732633433
50,830.5460879,300,0.63516609
300,155.1806678,117.6639816,7.538170676
550,325,128.5115498,3.575408949
346.0616505,958.5445146,61.05479611,1.831822608
300,359.5807662,102.8942316,4.134184096
300,100,156.5690546,6.841676254
123.8247047,100,290.4027884,2.023887037
257.7149687,550,142.1366238,2.245702074
308.7048906,107.8344015,112.2632716,7.767318755
50,807.4326911,128.0181617,0.776612394
300,559.531995,289.4088945,1.94703937
419.7304672,451.7277386,50,6.258567744
300,230.0790226,175,5.03061967
269.7480302,379.4535456,50,4.06153806
530.8850752,974.1948515,300,1.263130675
300,274.6280554,152.5363087,3.852684024
101.1038314,416.9868965,135.5519157,1.528676172
300,484.7072184,68.13688378,3.445364295
487.3859886,437.7052205,96.33436844,3.894366271
261.1166598,325,110,3.377541468
300,562.4197654,229.8940965,1.845702825
77.97987707,800.1818894,286.0100615,0.770294431
288.7132243,989.8419019,52.70882617,1.822828041
161.0856524,100,215.5749041,4.199383187
300,1000,205.9720132,1.492451708
478.3129553,679.0366805,253.6386316,1.67926679
397.5987376,824.3222723,235,1.620494157
248.0366134,596.767048,149.4921738,2.239618564
532.7117799,775,114.4949372,1.97230773
109.6408611,442.6464501,204.8204305,1.603246118
308.7739899,992.1034091,54.38699494,1.868332707
362.4497074,437.5905267,64.98792978,4.076560534
300,469.3344947,110,3.206471963
253.6782906,1000,160.9195727,0.971591002
300,675.8575866,155.0197796,2.863008987
268.3284545,100,110,6.955057064
72.56895054,795.3120555,115.8679271,0.869540232
298.0692592,776.7376667,110,2.05515696
131.0934618,1000,150.5467309,0.926689059
